level,country,salid,cases,cases_per_1M,deaths,deaths_per_10M
L2,MX,20415512,1048,14046,160,21445
L2,MX,20415610,46400,26102,5163,29044
L2,MX,20415611,163,2859,32,5612
L2,MX,20415612,77,12508,11,17868
L2,MX,20415613,454,3792,70,5847
L2,MX,20415614,1267,11934,241,22699
L2,MX,20415615,111,7819,13,9157
L2,MX,20415616,241,7247,35,10525
L2,MX,20415617,1019,13135,88,11344
L2,MX,20415618,10,1763,5,8814
L2,MX,20415619,877,11256,105,13477
L2,MX,20415620,452,13342,80,23614
L2,MX,20415621,119,8575,15,10809
L2,MX,20415622,40,4819,11,13252
L2,MX,20415623,210,10065,47,22526
L2,MX,20415624,153,11007,31,22302
L2,MX,20415625,365,13611,79,29459
L2,MX,20415626,1972,14042,221,15737
L2,MX,20415627,48,5681,12,14202
L2,MX,20415628,60,8823,7,10294
L2,MX,20415629,61,25256,14,57964
L2,MX,20415630,78,8979,10,11511
L2,MX,20415631,74,15015,15,30436
L2,MX,20415632,1614,10547,227,14834
L2,MX,20415633,86,6335,11,8103
L2,MX,20415634,494,5458,96,10606
L2,MX,20415635,1529,11278,151,11138
L2,MX,20415636,187,7079,41,15520
L2,MX,20415637,80,13215,18,29733
L2,MX,20415638,43,13479,5,15674
L2,MX,20415639,106,18777,13,23028
L2,MX,20415640,35,6169,3,5288
L2,MX,20415641,140,14257,35,35642
L2,MX,20415642,294,12303,38,15902
L2,MX,20415643,56,4133,15,11072
L2,MX,20415644,172,8507,33,16322
L2,MX,20415645,225,27510,33,40349
L2,MX,20415646,110,9268,16,13481
L2,MX,20415647,29,4830,3,4996
L2,MX,20415648,193,19278,20,19978
L2,MX,20415649,829,21112,131,33361
L2,MX,20415710,2530,7647,616,18620
L2,MX,20415711,107,3390,43,13625
L2,MX,20415810,1239,11624,157,14729
L2,MX,20415811,102,2516,17,4193
L2,MX,20415910,36174,39604,2238,24502
L2,MX,20415911,3331,18363,151,8324
L2,MX,20415912,2468,25030,196,19878
L2,MX,20415913,196,4852,15,3713
L2,MX,20416010,2880,10875,356,13442
L2,MX,20416110,9444,10069,1646,17549
L2,MX,20416111,272,14493,33,17583
L2,MX,20416210,5505,26086,297,14073
L2,MX,20416310,2505,6416,323,8272
L2,MX,20416410,14259,17009,1960,23380
L2,MX,20416510,4480,9938,1013,22472
L2,MX,20416610,5087,11042,833,18082
L2,MX,20416710,3981,23457,293,17264
L2,MX,20416810,1297,19892,118,18097
L2,MX,20416811,506,15777,52,16214
L2,MX,20416910,32900,38914,2681,31711
L2,MX,20416911,4707,14019,479,14266
L2,MX,20417010,7067,18300,883,22866
L2,MX,20417110,2358,17477,334,24755
L2,MX,20417111,622,13676,108,23747
L2,MX,20417210,22746,25107,1802,19890
L2,MX,20417310,2500,16605,250,16605
L2,MX,20417410,3469,13547,488,19057
L2,MX,20417510,2645,15181,446,25599
L2,MX,20417610,32290,52595,1736,28277
L2,MX,20417616,5364,52853,249,24535
L2,MX,20417710,8371,23980,403,11545
L2,MX,20417810,8038,14601,682,12389
L2,MX,20417910,4684,10239,651,14230
L2,MX,20418010,8470,11237,970,12869
L2,MX,20418011,943,9022,140,13394
L2,MX,20418110,8884,29707,724,24210
L2,MX,20418111,4206,17459,271,11249
L2,MX,20418112,5153,25599,377,18729
L2,MX,20418113,812,10403,71,9096
L2,MX,20418114,179,2961,34,5624
L2,MX,20418210,3309,32397,391,38282
L2,MX,20418211,207,26405,23,29339
L2,MX,20418212,331,27193,45,36969
L2,MX,20418213,2159,26076,218,26329
L2,MX,20418214,1187,16539,192,26753
L2,MX,20418215,500,12794,83,21238
L2,MX,20418216,79,17783,10,22511
L2,MX,20418217,176,9995,29,16469
L2,MX,20418218,394,20263,57,29314
L2,MX,20418219,49,11780,6,14425
L2,MX,20418220,99,9000,18,16364
L2,MX,20418221,316,15157,39,18707
L2,MX,20418222,58,8961,16,24720
L2,MX,20418223,407,12577,35,10816
L2,MX,20418224,74,13304,8,14382
L2,MX,20418225,414,15720,52,19745
L2,MX,20418226,307,14674,22,10515
L2,MX,20418227,284,10705,44,16586
L2,MX,20418228,601,13686,49,11158
L2,MX,20418310,218,2644,64,7761
L2,MX,20418311,36,2732,10,7589
L2,MX,20418312,18,1234,4,2743
L2,MX,20418410,3403,11208,749,24669
L2,MX,20418411,88,5542,35,22042
L2,MX,20418412,301,11439,108,41045
L2,MX,20418510,2719,13938,317,16250
L2,MX,20418511,200,5361,36,9650
L2,MX,20418512,824,13562,66,10863
L2,MX,20418513,44,5593,15,19068
L2,MX,20418610,1666,11603,342,23820
L2,MX,20418611,27,1907,6,4238
L2,MX,20418612,582,4701,144,11632
L2,MX,20418613,177,4854,60,16454
L2,MX,20418614,22,1485,4,2700
L2,MX,20418615,7,532,3,2280
L2,MX,20418710,3135,28451,271,24594
L2,MX,20418711,112,5303,12,5682
L2,MX,20418712,428,11818,49,13530
L2,MX,20418713,95,14567,10,15333
L2,MX,20418714,241,9472,23,9039
L2,MX,20418715,751,10823,68,9800
L2,MX,20418716,62,4550,11,8073
L2,MX,20418717,387,12403,49,15704
L2,MX,20418718,619,22024,73,25974
L2,MX,20418719,944,25719,88,23975
L2,MX,20418720,163,6241,20,7658
L2,MX,20418721,25,3895,3,4674
L2,MX,20418810,3334,13652,561,22972
L2,MX,20418811,56,2475,15,6629
L2,MX,20418812,488,9089,92,17135
L2,MX,20418813,605,5186,146,12514
L2,MX,20418814,396,5911,97,14478
L2,MX,20418910,11344,18436,1523,24752
L2,MX,20418911,400,8738,44,9612
L2,MX,20418912,1353,8983,191,12682
L2,MX,20418913,39,4434,8,9096
L2,MX,20418914,585,12336,77,16237
L2,MX,20419010,4164,9809,755,17785
L2,MX,20419011,158,6847,32,13867
L2,MX,20419012,428,4914,94,10792
L2,MX,20419013,293,5032,53,9103
L2,MX,20419014,57,4308,14,10581
L2,MX,20419015,23,2849,7,8670
L2,MX,20419016,61,2996,19,9333
L2,MX,20419110,21157,23083,1967,21461
L2,MX,20419111,110,10624,20,19317
L2,MX,20419113,860,9865,94,10783
L2,MX,20419114,21,6355,6,18158
L2,MX,20419115,828,13595,111,18225
L2,MX,20419210,4955,21724,506,22184
L2,MX,20419310,6857,47100,509,34963
L2,MX,20419311,6287,35583,365,20658
L2,MX,20419312,283,21461,30,22750
L2,MX,MX888,295289,5971,34135,6902
L2,PE,10510110,6486,30195,2439,113545
L2,PE,10510111,4586,30345,922,61008
L2,PE,10510112,267,16887,143,90443
L2,PE,10510210,1179,18391,613,95618
L2,PE,10510211,1075,14615,301,40921
L2,PE,10510310,9048,167261,1531,283021
L2,PE,10510311,681,8263,436,52905
L2,PE,10510312,1468,15991,465,50652
L2,PE,10510313,4151,28016,726,49000
L2,PE,10510314,1,108,41,44143
L2,PE,10510315,962,19906,335,69321
L2,PE,10510316,234,3050,485,63224
L2,PE,10510317,333,6323,386,73291
L2,PE,10510318,400,8217,428,87927
L2,PE,10510319,1,535,9,48180
L2,PE,10510320,1186,9507,844,67653
L2,PE,10510321,0,0,6,43605
L2,PE,10510322,0,0,21,50774
L2,PE,10510323,5,255,118,60262
L2,PE,10510324,159,2035,382,48890
L2,PE,10510325,15,1016,69,46723
L2,PE,10510326,20,1608,70,56288
L2,PE,10510327,1756,68909,188,73775
L2,PE,10510328,7,276,80,31537
L2,PE,10510410,2479,21865,648,57153
L2,PE,10510411,126,5902,54,25293
L2,PE,10510412,177,9804,76,42096
L2,PE,10510413,1834,36368,138,27365
L2,PE,10510414,11,1925,7,12248
L2,PE,10510510,6093,24714,1237,50175
L2,PE,10510511,0,0,106,24794
L2,PE,10510512,0,0,12,22376
L2,PE,10510610,2502,21147,716,60516
L2,PE,10510611,3048,64712,220,46708
L2,PE,10510612,2243,19453,409,35471
L2,PE,10510613,3182,35295,413,45811
L2,PE,10510614,2946,46191,468,73380
L2,PE,10510710,1429,18787,691,90843
L2,PE,10510711,1149,16347,474,67439
L2,PE,10510712,178,3455,185,35912
L2,PE,10510713,1,195,6,11671
L2,PE,10510714,12,658,34,18632
L2,PE,10510810,1248,19601,1103,173234
L2,PE,10510811,0,0,41,55503
L2,PE,10510812,0,0,123,99813
L2,PE,10510813,0,0,394,163832
L2,PE,10510814,12,196,449,73513
L2,PE,10510815,1,36,280,101833
L2,PE,10510910,3453,26358,2000,152668
L2,PE,10510911,0,0,246,69022
L2,PE,10510912,3,156,128,66462
L2,PE,10510913,0,0,58,86194
L2,PE,10510914,1,18,290,52971
L2,PE,10510915,12,2508,449,938545
L2,PE,10510916,6,409,42,28644
L2,PE,10510917,146,5014,165,56668
L2,PE,10510918,25,902,139,50170
L2,PE,10510919,7,1530,43,94010
L2,PE,10511010,2130,39527,763,141593
L2,PE,10511011,7,517,126,93064
L2,PE,10511012,6,275,139,63773
L2,PE,10511013,3,170,118,66852
L2,PE,10511110,6620,56604,1122,95936
L2,PE,10511111,247,2885,504,58859
L2,PE,10511112,311,14167,151,68786
L2,PE,10511113,2785,17252,1229,76133
L2,PE,10511114,24,4060,31,52436
L2,PE,10511115,72,3456,52,24958
L2,PE,10511116,44,5141,36,42066
L2,PE,10511117,219,13319,84,51086
L2,PE,10511118,47,4049,64,55139
L2,PE,10511119,26,2036,57,44639
L2,PE,10511120,80,10015,26,32549
L2,PE,10511210,7171,24577,3225,110530
L2,PE,10511211,687,3555,839,43419
L2,PE,10511212,711,7852,562,62068
L2,PE,10511213,484,6267,386,49978
L2,PE,10511214,292,6594,162,36581
L2,PE,10511215,0,0,174,68712
L2,PE,10511310,24143,88822,0,0
L2,PE,10511311,1925,44373,0,0
L2,PE,10511312,11237,17834,0,0
L2,PE,10511313,2003,66802,0,0
L2,PE,10511314,29426,409645,1041,144919
L2,PE,10511316,7321,17993,5586,137286
L2,PE,10511317,7220,23909,0,0
L2,PE,10511318,0,0,430,104623
L2,PE,10511319,976,22474,0,0
L2,PE,10511320,10159,31206,0,0
L2,PE,10511321,387,8220,0,0
L2,PE,10511322,17631,33590,0,0
L2,PE,10511323,5346,27936,0,0
L2,PE,10511324,7641,35241,0,0
L2,PE,10511325,6981,97515,0,0
L2,PE,10511326,6598,38440,0,0
L2,PE,10511327,932,15846,492,83649
L2,PE,10511328,14,4127,36,106132
L2,PE,10511329,7398,43067,0,0
L2,PE,10511330,4095,81528,0,0
L2,PE,10511331,13958,37599,0,0
L2,PE,10511332,2714,12394,0,0
L2,PE,10511333,1467,17232,0,0
L2,PE,10511334,5696,104215,0,0
L2,PE,10511336,7573,92430,1,122
L2,PE,10511337,1414,10906,0,0
L2,PE,10511338,177,10385,0,0
L2,PE,10511339,4788,62906,0,0
L2,PE,10511341,7701,21796,0,0
L2,PE,10511342,238,31279,0,0
L2,PE,10511343,132,16637,0,0
L2,PE,10511344,280,45879,39,63903
L2,PE,10511345,8692,52707,0,0
L2,PE,10511346,193,25068,0,0
L2,PE,10511347,6668,59574,0,0
L2,PE,10511348,4337,80010,0,0
L2,PE,10511349,22769,20864,0,0
L2,PE,10511350,11077,27418,0,0
L2,PE,10511351,2360,40972,75,13021
L2,PE,10511352,21571,30808,0,0
L2,PE,10511353,7050,52027,0,0
L2,PE,10511354,5436,23798,0,0
L2,PE,10511355,64,5430,87,73810
L2,PE,10511356,56,34826,0,0
L2,PE,10511357,577,30772,0,0
L2,PE,10511358,17294,50238,0,0
L2,PE,10511359,4504,49307,0,0
L2,PE,10511360,4110,9596,1864,43523
L2,PE,10511361,9732,21019,0,0
L2,PE,10511362,12646,28193,0,0
L2,PE,10511410,11206,35138,3311,103821
L2,PE,10511411,52,279,675,36266
L2,PE,10511412,99,2362,405,96626
L2,PE,10511413,21,308,259,38030
L2,PE,10511414,1639,8981,968,53043
L2,PE,10511415,252,7141,256,72544
L2,PE,10511416,92,2666,227,65791
L2,PE,10511417,248,13680,145,79982
L2,PE,10511418,3942,61571,340,53105
L2,PE,10511510,1316,8745,1475,98017
L2,PE,10511511,433,5721,280,36995
L2,PE,10511512,2978,32679,471,51686
L2,PE,10511513,1105,7143,549,35489
L2,PE,10511610,1393,4623,2114,70160
L2,PE,10511611,1590,11103,1041,72694
L2,PE,10511612,181,2487,352,48366
L2,PE,10511710,1125,6363,1348,76243
L2,PE,10511711,121,3178,279,73284
L2,PE,10511712,46,5325,42,48617
L2,PE,10511713,206,7134,140,48483
L2,PE,10511714,23,3452,80,120066
L2,PE,10511810,647,2324,1046,37566
L2,PE,10511811,0,0,14,24757
L2,PE,10511910,2920,20700,1052,74576
L2,PE,10512010,2540,34787,619,84777
L2,PE,10512011,1,301,11,33063
L2,PE,10512012,2,49,175,42565
L2,PE,10512013,1201,40987,130,44366
L2,PE,10512110,1477,17330,723,84831
L2,PE,10512111,1031,26314,262,66871
L2,PE,10512112,1105,346504,15,47037
L2,PE,10512113,324,8601,182,48313
L2,PE,10512114,316,2713,401,34421
L2,PE,10512115,19,893,97,45587
L2,PE,10512210,2945,26369,812,72706
L2,PE,10512211,480,20111,194,81280
L2,PE,10512310,1443,9365,1556,100985
L2,PE,10512311,137,1707,390,48598
L2,PE,10512312,849,8692,688,70436
L2,PE,PE888,1433047,94990,46099,30557
